Time[s], Channel 0
-0.100000000000000, 0
0.000000000000000, 1
0.000002310000000, 0
0.000004348000000, 1
0.000004698000000, 0
0.000006208000000, 1
0.000006558000000, 0
0.000007708000000, 1
0.000008058000000, 0
0.000009210000000, 1
0.000009560000000, 0
0.000010710000000, 1
0.000011060000000, 0
0.000012210000000, 1
0.000012558000000, 0
0.000013968000000, 1
0.000014318000000, 0
0.000015468000000, 1
0.000015818000000, 0
0.000016968000000, 1
0.000017316000000, 0
0.000018468000000, 1
0.000018818000000, 0
0.000019970000000, 1
0.000020320000000, 0
0.000021740000000, 1
0.000022090000000, 0
0.000023240000000, 1
0.000023588000000, 0
0.000024738000000, 1
0.000025088000000, 0
0.000026238000000, 1
0.000026588000000, 0
0.000027736000000, 1
0.000028086000000, 0
0.000029236000000, 1
0.000029586000000, 0
0.000030998000000, 1
0.000031348000000, 0
0.000032498000000, 1
0.000032848000000, 0
0.000034000000000, 1
0.000034350000000, 0
0.000035500000000, 1
0.000035848000000, 0
0.000036998000000, 1
0.000037348000000, 0
0.000038748000000, 1
0.000039096000000, 0
0.000040246000000, 1
0.000040596000000, 0
0.000041746000000, 1
0.000042096000000, 0
0.000043248000000, 1
0.000043598000000, 0
0.000044748000000, 1
0.000045098000000, 0
0.000046488000000, 1
0.000046836000000, 0
0.000047986000000, 1
0.000048336000000, 0
0.000049486000000, 1
0.000049836000000, 0
0.000050986000000, 1
0.000051336000000, 0
0.000052486000000, 1
0.000052836000000, 0
0.000053988000000, 1
0.000054338000000, 0
0.000055748000000, 1
0.000056098000000, 0
0.000057248000000, 1
0.000057598000000, 0
0.000058748000000, 1
0.000059096000000, 0
0.000060246000000, 1
0.000060596000000, 0
0.000061746000000, 1
0.000062096000000, 0
0.000063496000000, 1
0.000063846000000, 0
0.000064996000000, 1
0.000065346000000, 0
0.000066498000000, 1
0.000066848000000, 0
0.000067998000000, 1
0.000068348000000, 0
0.000069498000000, 1
0.000069848000000, 0
0.000071256000000, 1
0.000071606000000, 0
0.000072756000000, 1
0.000073106000000, 0
0.000074254000000, 1
0.000074604000000, 0
0.000075756000000, 1
0.000076106000000, 0
0.000077256000000, 1
0.000077606000000, 0
0.000078756000000, 1
0.000079106000000, 0
0.000080786000000, 1
0.000081136000000, 0
0.000082284000000, 1
0.000082634000000, 0
0.000083784000000, 1
