Time[s], Channel 0
-0.100000000000000, 0
0.000000000000000, 1
0.000304838000000, 0
0.000452012000000, 1
0.000587182000000, 0
0.000705802000000, 1
0.000810906000000, 0
0.000937422000000, 1
0.001264734000000, 0
0.001479276000000, 1
0.001615722000000, 0
0.001726358000000, 1
0.001855702000000, 0
0.001967804000000, 1
0.002075422000000, 0
0.002180828000000, 1
0.002326072000000, 0
0.002441386000000, 1
0.002544464000000, 0
0.002648628000000, 1
0.002761552000000, 0
0.002868606000000, 1
0.002971664000000, 0
0.003109958000000, 1
0.003224104000000, 0
0.003327858000000, 1
0.003431572000000, 0
0.003535460000000, 1
0.003646652000000, 0
0.003751690000000, 1
0.003883784000000, 0
0.003996770000000, 1
0.004098674000000, 0
0.004201232000000, 1
0.004304326000000, 0
0.004406150000000, 1
0.004516738000000, 0
0.004652140000000, 1
0.004764794000000, 0
0.004870232000000, 1
0.004971578000000, 0
0.005206768000000, 1
0.005328970000000, 0
0.005440858000000, 1
0.005603142000000, 0
0.005723374000000, 1
0.005829118000000, 0
0.005931286000000, 1
0.006033898000000, 0
0.006135516000000, 1
0.006236292000000, 0
0.006370578000000, 1
0.006495510000000, 0
0.006735670000000, 1
0.006856354000000, 0
0.006964520000000, 1
0.007071986000000, 0
0.007218020000000, 1
0.007335404000000, 0
0.007441260000000, 1
0.007557636000000, 0
0.007662192000000, 1
0.007763884000000, 0
0.007864642000000, 1
0.008000666000000, 0
0.008118382000000, 1
0.008220876000000, 0
0.008324420000000, 1
0.008434628000000, 0
0.008539704000000, 1
0.008641936000000, 0
0.008776564000000, 1
0.008890806000000, 0
0.008994752000000, 1
0.009247692000000, 0
0.009362984000000, 1
0.009482812000000, 0
0.009593668000000, 1
0.009743008000000, 0
0.009862478000000, 1
0.009966482000000, 0
0.010072014000000, 1
0.010175084000000, 0
0.010278650000000, 1
0.010389432000000, 0
0.010525496000000, 1
0.010639494000000, 0
0.010742550000000, 1
0.010844214000000, 0
0.010945922000000, 1
0.011047278000000, 0
0.011150340000000, 1
0.011291764000000, 0
0.011405450000000, 1
0.011508556000000, 0
0.011611140000000, 1
0.011712686000000, 0
0.011814630000000, 1
0.011914636000000, 0
0.012046554000000, 1
0.012167346000000, 0
0.012271948000000, 1
0.012375174000000, 0
0.012476974000000, 1
0.012579658000000, 0
0.012683134000000, 1
