Time[s], Channel 0
-0.100000000000000, 0
0.000000000000000, 1
0.000002190000000, 0
0.000004808000000, 1
0.000005158000000, 0
0.000006368000000, 1
0.000006718000000, 0
0.000007868000000, 1
0.000008218000000, 0
0.000009368000000, 1
0.000009716000000, 0
0.000011148000000, 1
0.000011498000000, 0
0.000012648000000, 1
0.000012998000000, 0
0.000014150000000, 1
0.000014500000000, 0
0.000015650000000, 1
0.000016000000000, 0
0.000017150000000, 1
0.000017498000000, 0
0.000018908000000, 1
0.000019258000000, 0
0.000020408000000, 1
0.000020758000000, 0
0.000021908000000, 1
0.000022258000000, 0
0.000023408000000, 1
0.000023756000000, 0
0.000024908000000, 1
0.000025258000000, 0
0.000026408000000, 1
0.000026758000000, 0
0.000028170000000, 1
0.000028518000000, 0
0.000029668000000, 1
0.000030018000000, 0
0.000031168000000, 1
0.000031518000000, 0
0.000032668000000, 1
0.000033016000000, 0
0.000034166000000, 1
0.000034516000000, 0
0.000035918000000, 1
0.000036268000000, 0
0.000037420000000, 1
0.000037770000000, 0
0.000038920000000, 1
0.000039268000000, 0
0.000040418000000, 1
0.000040768000000, 0
0.000041918000000, 1
0.000042268000000, 0
0.000043678000000, 1
0.000044028000000, 0
0.000045178000000, 1
0.000045528000000, 0
0.000046678000000, 1
0.000047028000000, 0
0.000048178000000, 1
0.000048528000000, 0
0.000049676000000, 1
0.000050026000000, 0
0.000051176000000, 1
0.000051526000000, 0
0.000052926000000, 1
0.000053276000000, 0
0.000054426000000, 1
0.000054776000000, 0
0.000055928000000, 1
0.000056278000000, 0
0.000057428000000, 1
0.000057778000000, 0
0.000058928000000, 1
0.000059278000000, 0
0.000060678000000, 1
0.000061026000000, 0
0.000062176000000, 1
0.000062526000000, 0
0.000063676000000, 1
0.000064026000000, 0
0.000065176000000, 1
0.000065526000000, 0
0.000066676000000, 1
0.000067026000000, 0
0.000068436000000, 1
0.000068786000000, 0
0.000069938000000, 1
0.000070288000000, 0
0.000071438000000, 1
0.000071788000000, 0
0.000072938000000, 1
0.000073288000000, 0
0.000074438000000, 1
0.000074788000000, 0
0.000075938000000, 1
0.000076286000000, 0
0.000077438000000, 1
0.000077786000000, 0
0.000078936000000, 1
0.000079286000000, 0
0.000080436000000, 1
0.000080786000000, 0
0.000081936000000, 1
0.000082286000000, 0
0.000083436000000, 1
