Time[s], Channel 0
-0.100000000000000, 0
0.000000000000000, 1
0.000000170000000, 0
0.000000340000000, 1
0.000000510000000, 0
0.000000680000000, 1
0.000000850000000, 0
0.000001030000000, 1
0.000001200000000, 0
0.000001370000000, 1
0.000001540000000, 0
0.000001710000000, 1
0.000001878000000, 0
0.000002050000000, 1
0.000002218000000, 0
0.000002398000000, 1
0.000002568000000, 0
0.000002748000000, 1
0.000002918000000, 0
0.000003098000000, 1
0.000003268000000, 0
0.000003448000000, 1
0.000003618000000, 0
0.000003798000000, 1
0.000003968000000, 0
0.000004148000000, 1
0.000004318000000, 0
0.000004498000000, 1
0.000004668000000, 0
0.000004838000000, 1
0.000005008000000, 0
0.000005178000000, 1
0.000005348000000, 0
0.000005518000000, 1
0.000005688000000, 0
0.000005858000000, 1
0.000006028000000, 0
0.000006208000000, 1
0.000006376000000, 0
0.000006558000000, 1
0.000006726000000, 0
0.000006906000000, 1
0.000007076000000, 0
0.000007258000000, 1
0.000007428000000, 0
0.000007608000000, 1
0.000007778000000, 0
0.000007958000000, 1
0.000008128000000, 0
0.000008308000000, 1
0.000008478000000, 0
0.000008658000000, 1
0.000008828000000, 0
0.000008998000000, 1
0.000009168000000, 0
0.000009338000000, 1
0.000009508000000, 0
0.000009678000000, 1
0.000009848000000, 0
0.000010018000000, 1
0.000010188000000, 0
0.000010358000000, 1
0.000010528000000, 0
0.000010708000000, 1
0.000010878000000, 0
0.000011058000000, 1
0.000011228000000, 0
0.000011398000000, 1
0.000011568000000, 0
0.000011738000000, 1
0.000011908000000, 0
0.000012088000000, 1
0.000012258000000, 0
0.000012438000000, 1
0.000012608000000, 0
0.000012788000000, 1
0.000012958000000, 0
0.000013138000000, 1
0.000013308000000, 0
0.000013488000000, 1
0.000013658000000, 0
0.000013838000000, 1
0.000014008000000, 0
0.000014178000000, 1
0.000014346000000, 0
0.000014516000000, 1
0.000014686000000, 0
0.000014856000000, 1
0.000015026000000, 0
0.000015206000000, 1
0.000015376000000, 0
0.000015556000000, 1
0.000015726000000, 0
0.000015906000000, 1
0.000016076000000, 0
0.000016256000000, 1
0.000016426000000, 0
0.000016606000000, 1
0.000016776000000, 0
0.000016946000000, 1
0.000017116000000, 0
0.000017288000000, 1
0.000017458000000, 0
0.000017628000000, 1
0.000017798000000, 0
0.000017968000000, 1
